ELLI,2011,Technology,Computer Software: Prepackaged Software
IMPV,2011,Technology,Computer Software: Prepackaged Software
INXN,2011,Technology,"Computer Software: Programming, Data Processing"
INVN,2011,Technology,Semiconductors
LNKD,2011,Technology,"Computer Software: Programming, Data Processing"
MX,2011,Technology,Semiconductors
NPTN,2011,Technology,Semiconductors
NQ,2011,Technology,Computer Software: Prepackaged Software
RENN,2011,Technology,EDP Services
SQNS,2011,Technology,Semiconductors
HCLP,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LXFR,2012,Basic Industries,Major Chemicals
SLCA,2012,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
ALSN,2012,Capital Goods,Auto Parts:O.E.M.
CPAC,2012,Capital Goods,Building Materials
MRC,2012,Capital Goods,Industrial Machinery/Components
PRLB,2012,Capital Goods,Metal Fabrications
VCRA,2012,Consumer Durables,Telecommunications Equipment
ANFI,2012,Consumer Non-Durables,Packaged Foods
BERY,2012,Consumer Non-Durables,Plastic Products
POST,2012,Consumer Non-Durables,Packaged Foods
WWAV,2012,Consumer Non-Durables,Packaged Foods
ACRE,2012,Consumer Services,Real Estate Investment Trusts
CCV,2012,Consumer Services,Television Services
EQCO,2012,Consumer Services,Real Estate Investment Trusts
GLOG,2012,Consumer Services,Marine Transportation
MANU,2012,Consumer Services,Services-Misc. Amusement & Recreation
NGVC,2012,Consumer Services,Food Chains
RH,2012,Consumer Services,Other Specialty Stores
RPAI,2012,Consumer Services,Real Estate Investment Trusts
SBY,2012,Consumer Services,Real Estate Investment Trusts
TLYS,2012,Consumer Services,Clothing/Shoe/Accessory Stores
VIPS,2012,Consumer Services,Catalog/Specialty Distribution
WMC,2012,Consumer Services,Real Estate Investment Trusts
YELP,2012,Consumer Services,Other Consumer Services
ALDW,2012,Energy,Integrated oil Companies
CAPL,2012,Energy,Oil Refining/Marketing
DKL,2012,Energy,Natural Gas Distribution
FET,2012,Energy,Metal Fabrications
MTDR,2012,Energy,Oil & Gas Production
MPLX,2012,Energy,Natural Gas Distribution
ROYT,2012,Energy,Oil & Gas Production
PBF,2012,Energy,Integrated oil Companies
SDR,2012,Energy,Oil & Gas Production
SDLP,2012,Energy,Oil & Gas Production
SUN,2012,Energy,Oil Refining/Marketing
MGR,2012,Finance,Investment Managers
AFA,2012,Finance,Property-Casualty Insurers
BGCA,2012,Finance,Investment Bankers/Brokers/Service
EVER,2012,Finance,Savings Institutions
BSMX,2012,Finance,Commercial Banks
KWN,2012,Finance,Real Estate
MHNB,2012,Finance,Property-Casualty Insurers
NBHC,2012,Finance,Major Banks
NSM,2012,Finance,Finance: Consumer Services
OAK,2012,Finance,Investment Managers
RLGY,2012,Finance,Real Estate
RM,2012,Finance,Finance: Consumer Services
ABBV,2012,Health Care,Major Pharmaceuticals
GMED,2012,Health Care,Medical/Dental Instruments
VNTV,2012,Miscellaneous,Business Services
WAGE,2012,Miscellaneous,Business Services
EQM,2012,Public Utilities,Natural Gas Distribution
SXE,2012,Public Utilities,Natural Gas Distribution
SMLP,2012,Public Utilities,Natural Gas Distribution
WGP,2012,Public Utilities,Natural Gas Distribution
EPAM,2012,Technology,EDP Services
GWRE,2012,Technology,Computer Software: Prepackaged Software
LOCK,2012,Technology,EDP Services
PANW,2012,Technology,Computer peripheral equipment
RXN,2012,Technology,Industrial Machinery/Components
NOW,2012,Technology,Computer Software: Prepackaged Software
SSTK,2012,Technology,EDP Services
WDAY,2012,Technology,EDP Services
BIOA,2013,Basic Industries,Major Chemicals
CINR,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CSTM,2013,Basic Industries,Metal Fabrications
EMES,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
EVGN,2013,Basic Industries,Agricultural Chemicals
GRAM,2013,Basic Industries,Military/Government/Technical
OCIP,2013,Basic Industries,Major Chemicals
PGEM,2013,Basic Industries,Forest Products
SXCP,2013,Basic Industries,Steel/Iron Ore
CNHI,2013,Capital Goods,Construction/Ag Equipment/Trucks
BRSS,2013,Capital Goods,Metal Fabrications
WLH,2013,Capital Goods,Homebuilding
TMHC,2013,Capital Goods,Homebuilding
TPH,2013,Capital Goods,Homebuilding
UCP,2013,Capital Goods,Homebuilding
VEDL,2013,Capital Goods,Metal Fabrications
VJET,2013,Capital Goods,Industrial Machinery/Components
WCIC,2013,Capital Goods,Homebuilding
MUSA,2013,Consumer Durables,Automotive Aftermarket
ABEV,2013,Consumer Non-Durables,Beverages (Production/Distribution)
COTY,2013,Consumer Non-Durables,Package Goods/Cosmetics
PF,2013,Consumer Non-Durables,Packaged Foods
WBAI,2013,Consumer Services,Services-Misc. Amusement & Recreation
ALLE,2013,Consumer Services,Diversified Commercial Services
AMC,2013,Consumer Services,Movies/Entertainment
AMH,2013,Consumer Services,Real Estate Investment Trusts
ARMK,2013,Consumer Services,Restaurants
AHP,2013,Consumer Services,Real Estate Investment Trusts
BCC,2013,Consumer Services,RETAIL: Building Materials
BRX,2013,Consumer Services,Real Estate Investment Trusts
BURL,2013,Consumer Services,Department/Specialty Retail Stores
CTT,2013,Consumer Services,Real Estate Investment Trusts
CHGG,2013,Consumer Services,Other Consumer Services
CHMI,2013,Consumer Services,Real Estate Investment Trusts
MYCC,2013,Consumer Services,Hotels/Resorts
CXP,2013,Consumer Services,Real Estate Investment Trusts
TCS,2013,Consumer Services,Home Furnishings
EARN,2013,Consumer Services,Real Estate Investment Trusts
ESRT,2013,Consumer Services,Real Estate Investment Trusts
EROS,2013,Consumer Services,Movies/Entertainment
STAY,2013,Consumer Services,Hotels/Resorts
OAKS,2013,Consumer Services,Real Estate Investment Trusts
HASI,2013,Consumer Services,Real Estate Investment Trusts
HLT,2013,Consumer Services,Hotels/Resorts
I,2013,Consumer Services,Telecommunications Equipment
KNOP,2013,Consumer Services,Marine Transportation
LITB,2013,Consumer Services,Catalog/Specialty Distribution
ORC,2013,Consumer Services,Real Estate Investment Trusts
DOC,2013,Consumer Services,Real Estate Investment Trusts
QTS,2013,Consumer Services,Real Estate Investment Trusts
REXR,2013,Consumer Services,Real Estate Investment Trusts
SEAS,2013,Consumer Services,Services-Misc. Amusement & Recreation
SRC,2013,Consumer Services,Building operators
SLD,2013,Consumer Services,Real Estate Investment Trusts
VNCE,2013,Consumer Services,Clothing/Shoe/Accessory Stores
AR,2013,Energy,Oil & Gas Production
ARCX,2013,Energy,Oil Refining/Marketing
CVRR,2013,Energy,Integrated oil Companies
FI,2013,Energy,Oilfield Services/Equipment
JONE,2013,Energy,Oil & Gas Production
PSXP,2013,Energy,Natural Gas Distribution
PAGP,2013,Energy,Natural Gas Distribution
SRLP,2013,Energy,Oil Refining/Marketing
VLP,2013,Energy,Natural Gas Distribution
WNRL,2013,Energy,Natural Gas Distribution
WPT,2013,Energy,Oil Refining/Marketing
AHH,2013,Finance,Real Estate
APAM,2013,Finance,Investment Managers
BCRH,2013,Finance,Property-Casualty Insurers
ESNT,2013,Finance,Property-Casualty Insurers
FGL,2013,Finance,Life Insurance
MHNC,2013,Finance,Property-Casualty Insurers
MMI,2013,Finance,Real Estate
OMF,2013,Finance,Finance: Consumer Services
PFSI,2013,Finance,Finance: Consumer Services
RMAX,2013,Finance,Real Estate
SGM,2013,Finance,Finance: Consumer Services
TPRE,2013,Finance,Property-Casualty Insurers
VOYA,2013,Finance,Life Insurance
AGN,2013,Health Care,Major Pharmaceuticals
XON,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MNK,2013,Health Care,Major Pharmaceuticals
Q,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ZTS,2013,Health Care,Major Pharmaceuticals
BFAM,2013,Miscellaneous,Other Consumer Services
EAE,2013,Public Utilities,Electric Utilities: Central
MEP,2013,Public Utilities,Oil & Gas Production
CTY,2013,Public Utilities,Telecommunications Equipment
S,2013,Public Utilities,Telecommunications Equipment
TEP,2013,Public Utilities,Natural Gas Distribution
USAC,2013,Public Utilities,Natural Gas Distribution
WUBA,2013,Technology,"Computer Software: Programming, Data Processing"
ATHM,2013,Technology,EDP Services
CUDA,2013,Technology,Computer peripheral equipment
ECOM,2013,Technology,Computer Software: Prepackaged Software
EVTC,2013,Technology,EDP Services
GIMO,2013,Technology,EDP Services
LXFT,2013,Technology,EDP Services
MRIN,2013,Technology,EDP Services
MIXT,2013,Technology,Computer Software: Prepackaged Software
MODN,2013,Technology,"Computer Software: Programming, Data Processing"
NMBL,2013,Technology,Electronic Components
RNG,2013,Technology,EDP Services
SSNI,2013,Technology,Computer Communications Equipment
DATA,2013,Technology,Computer Software: Prepackaged Software
TRMR,2013,Technology,Advertising
TWTR,2013,Technology,"Computer Software: Programming, Data Processing"
VEEV,2013,Technology,Computer Software: Prepackaged Software
YUME,2013,Technology,Advertising
ASC,2013,Transportation,Marine Transportation
AVH,2013,Transportation,Air Freight/Delivery Services
VLRS,2013,Transportation,Air Freight/Delivery Services
NVGS,2013,Transportation,Marine Transportation
SALT,2013,Transportation,Marine Transportation
AXTA,2014,Basic Industries,Paints/Coatings
FMSA,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
IBP,2014,Basic Industries,Homebuilding
ICL,2014,Basic Industries,Agricultural Chemicals
OEC,2014,Basic Industries,Major Chemicals
PAH,2014,Basic Industries,Major Chemicals
RYAM,2014,Basic Industries,Major Chemicals
RYI,2014,Basic Industries,Metal Fabrications
TMST,2014,Basic Industries,Steel/Iron Ore
TSE,2014,Basic Industries,Major Chemicals
WLKP,2014,Basic Industries,Major Chemicals
WMS,2014,Capital Goods,Containers/Packaging
CCS,2014,Capital Goods,Homebuilding
CBPX,2014,Capital Goods,Building Materials
FCAM,2014,Capital Goods,Auto Manufacturing
FCAU,2014,Capital Goods,Auto Manufacturing
KEYS,2014,Capital Goods,Industrial Machinery/Components
MPG,2014,Capital Goods,Auto Parts:O.E.M.
NWHM,2014,Capital Goods,Homebuilding
VSLR,2014,Capital Goods,Building Products
KN,2014,Consumer Non-Durables,Consumer Electronics/Appliances
AMFW,2014,Consumer Services,Military/Government/Technical
ABRN,2014,Consumer Services,Real Estate Investment Trusts
ASPN,2014,Consumer Services,RETAIL: Building Materials
BOOT,2014,Consumer Services,Clothing/Shoe/Accessory Stores
CRCM,2014,Consumer Services,Other Consumer Services
CIO,2014,Consumer Services,Real Estate Investment Trusts
CVEO,2014,Consumer Services,Hotels/Resorts
SFR,2014,Consumer Services,Real Estate Investment Trusts
EHIC,2014,Consumer Services,Rental/Leasing Companies
FPI,2014,Consumer Services,Real Estate Investment Trusts
GLOP,2014,Consumer Services,Marine Transportation
HMLP,2014,Consumer Services,Marine Transportation
SNOW,2014,Consumer Services,Services-Misc. Amusement & Recreation
JMEI,2014,Consumer Services,Other Specialty Stores
LQ,2014,Consumer Services,Hotels/Resorts
LADR,2014,Consumer Services,Real Estate Investment Trusts
NEWM,2014,Consumer Services,Newspapers/Magazines
SNR,2014,Consumer Services,Real Estate Investment Trusts
NYRT,2014,Consumer Services,Real Estate Investment Trusts
NORD,2014,Consumer Services,Other Consumer Services
NRF,2014,Consumer Services,Real Estate Investment Trusts
OUT,2014,Consumer Services,Real Estate Investment Trusts
PGRE,2014,Consumer Services,Real Estate Investment Trusts
QUOT,2014,Consumer Services,Advertising
RFT,2014,Consumer Services,Real Estate Investment Trusts
RFTA,2014,Consumer Services,Real Estate Investment Trusts
QSR,2014,Consumer Services,Restaurants
SERV,2014,Consumer Services,Other Consumer Services
SFS,2014,Consumer Services,Food Chains
STOR,2014,Consumer Services,Real Estate Investment Trusts
TIME,2014,Consumer Services,Newspapers/Magazines
TSQ,2014,Consumer Services,Broadcasting
TVPT,2014,Consumer Services,Transportation Services
TRCO,2014,Consumer Services,Broadcasting
VEC,2014,Consumer Services,Diversified Commercial Services
VRTV,2014,Consumer Services,Paper
WPG,2014,Consumer Services,Real Estate Investment Trusts
W,2014,Consumer Services,Catalog/Specialty Distribution
ZOES,2014,Consumer Services,Restaurants
CRC,2014,Energy,Oil & Gas Production
CELP,2014,Energy,Oilfield Services/Equipment
ECR,2014,Energy,Oil & Gas Production
EPE,2014,Energy,Oil & Gas Production
FELP,2014,Energy,Coal Mining
GPRK,2014,Energy,Oil & Gas Production
ICD,2014,Energy,Oil & Gas Production
JPEP,2014,Energy,Oil Refining/Marketing
NADL,2014,Energy,Oil & Gas Production
DNOW,2014,Energy,Metal Fabrications
PE,2014,Energy,Oil & Gas Production
PBFX,2014,Energy,Natural Gas Distribution
RICE,2014,Energy,Oil & Gas Production
RSPP,2014,Energy,Oil & Gas Production
SHLX,2014,Energy,Natural Gas Distribution
RIGP,2014,Energy,Oil & Gas Production
VTTI,2014,Energy,Oil Refining/Marketing
ALLY,2014,Finance,Finance: Consumer Services
AFGE,2014,Finance,Property-Casualty Insurers
ARES,2014,Finance,Investment Managers
CFG,2014,Finance,Major Banks
ENVA,2014,Finance,Finance: Consumer Services
FCB,2014,Finance,Major Banks
FNF,2014,Finance,Specialty Insurers
FNFV,2014,Finance,Specialty Insurers
GWB,2014,Finance,Major Banks
AVAL,2014,Finance,Commercial Banks
HRTG,2014,Finance,Property-Casualty Insurers
JMPC,2014,Finance,Investment Bankers/Brokers/Service
KMPA,2014,Finance,Property-Casualty Insurers
LEJU,2014,Finance,Real Estate
MDLY,2014,Finance,Investment Managers
MC,2014,Finance,Investment Managers
NSAM,2014,Finance,Real Estate
OMAM,2014,Finance,Investment Managers
ONDK,2014,Finance,Finance: Consumer Services
SC,2014,Finance,Finance: Consumer Services
SYF,2014,Finance,Finance: Consumer Services
UBS,2014,Finance,Major Banks
WF,2014,Finance,Commercial Banks
AAC,2014,Health Care,Medical Specialities
ADPT,2014,Health Care,Hospital/Nursing Management
CTLT,2014,Health Care,Major Pharmaceuticals
CIVI,2014,Health Care,Medical/Nursing Services
DPLO,2014,Health Care,Medical/Nursing Services
HYH,2014,Health Care,Industrial Specialties
NVRO,2014,Health Care,Medical/Dental Instruments
BABA,2014,Miscellaneous,Business Services
GRUB,2014,Miscellaneous,Business Services
LC,2014,Miscellaneous,Business Services
TNET,2014,Miscellaneous,Business Services
AM,2014,Public Utilities,Natural Gas Distribution
ATTO,2014,Public Utilities,Telecommunications Equipment
CNNX,2014,Public Utilities,Natural Gas Distribution
DM,2014,Public Utilities,Natural Gas Distribution
ENBL,2014,Public Utilities,Natural Gas Distribution
EZT,2014,Public Utilities,Electric Utilities: Central
NEP,2014,Public Utilities,Electric Utilities: Central
OGS,2014,Public Utilities,Oil/Gas Transmission
CTV,2014,Public Utilities,Telecommunications Equipment
RMP,2014,Public Utilities,Natural Gas Distribution
UZB,2014,Public Utilities,Telecommunications Equipment
VZA,2014,Public Utilities,Telecommunications Equipment
ZAYO,2014,Public Utilities,Telecommunications Equipment
ATEN,2014,Technology,Computer Communications Equipment
HIVE,2014,Technology,EDP Services
AMBR,2014,Technology,Computer Software: Prepackaged Software
ANET,2014,Technology,Computer Communications Equipment
CSLT,2014,Technology,EDP Services
CMCM,2014,Technology,Computer Software: Prepackaged Software
EVDY,2014,Technology,EDP Services
GLOB,2014,Technology,EDP Services
HUBS,2014,Technology,Computer Software: Prepackaged Software
MBLY,2014,Technology,Computer Software: Prepackaged Software
NEFF,2014,Technology,Diversified Commercial Services
NEWR,2014,Technology,Computer Software: Prepackaged Software
PAYC,2014,Technology,Computer Software: Prepackaged Software
QTWO,2014,Technology,Computer Software: Prepackaged Software
RUBI,2014,Technology,"Computer Software: Programming, Data Processing"
WK,2014,Technology,Computer Software: Prepackaged Software
ZEN,2014,Technology,EDP Services
ZPIN,2014,Technology,Professional Services
LPG,2014,Transportation,Marine Transportation
NAO,2014,Transportation,Marine Transportation
SLTB,2014,Transportation,Marine Transportation
SBNA,2014,Transportation,Marine Transportation
SBNB,2014,Transportation,Marine Transportation
SSWN,2014,Transportation,Marine Transportation
USDP,2014,Transportation,Railroads
AGI,2015,Basic Industries,Precious Metals
CC,2015,Basic Industries,Major Chemicals
EVA,2015,Basic Industries,Forest Products
SUM,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
BLD,2015,Basic Industries,Engineering & Construction
BW,2015,Capital Goods,Building Products
RACE,2015,Capital Goods,Auto Manufacturing
HZN,2015,Capital Goods,Auto Parts:O.E.M.
HUBB,2015,Capital Goods,Electrical Products
VSTO,2015,Capital Goods,Ordnance And Accessories
MPSX,2015,Consumer Durables,Containers/Packaging
UNVR,2015,Consumer Durables,Specialty Chemicals
WRK,2015,Consumer Durables,Containers/Packaging
BETR,2015,Consumer Non-Durables,Packaged Foods
PFGC,2015,Consumer Non-Durables,Food Distributors
APLE,2015,Consumer Services,Real Estate Investment Trusts
BNED,2015,Consumer Services,Other Specialty Stores
CABO,2015,Consumer Services,Television Services
CCP,2015,Consumer Services,Real Estate Investment Trusts
CHCT,2015,Consumer Services,Real Estate Investment Trusts
DEA,2015,Consumer Services,Real Estate Investment Trusts
EGL,2015,Consumer Services,Military/Government/Technical
EVH,2015,Consumer Services,Other Consumer Services
FCPT,2015,Consumer Services,Real Estate Investment Trusts
GNL,2015,Consumer Services,Real Estate Investment Trusts
AJX,2015,Consumer Services,Real Estate Investment Trusts
HIFR,2015,Consumer Services,Real Estate Investment Trusts
IGT,2015,Consumer Services,Services-Misc. Amusement & Recreation
JAX,2015,Consumer Services,Restaurants
JCAP,2015,Consumer Services,Real Estate Investment Trusts
JP,2015,Consumer Services,Other Consumer Services
KEN,2015,Consumer Services,Marine Transportation
MSG,2015,Consumer Services,Services-Misc. Amusement & Recreation
NSA,2015,Consumer Services,Real Estate Investment Trusts
NXRT,2015,Consumer Services,Real Estate Investment Trusts
NRE,2015,Consumer Services,Real Estate Investment Trusts
PRTY,2015,Consumer Services,Other Specialty Stores
PLNT,2015,Consumer Services,Hotels/Resorts
RENX,2015,Consumer Services,Publishing
RELX,2015,Consumer Services,Publishing
SHAK,2015,Consumer Services,Restaurants
GCI,2015,Consumer Services,Newspapers/Magazines
XHR,2015,Consumer Services,Hotels/Resorts
AEUA,2015,Energy,Oil & Gas Production
BSM,2015,Energy,Oil & Gas Production
CNXC,2015,Energy,Coal Mining
SWNC,2015,Energy,Oil & Gas Production
WMLP,2015,Energy,Coal Mining
WPXP,2015,Energy,Oil & Gas Production
AFGH,2015,Finance,Property-Casualty Insurers
AFSS,2015,Finance,Property-Casualty Insurers
AFST,2015,Finance,Property-Casualty Insurers
AIC,2015,Finance,Finance/Investors Services
AC,2015,Finance,Investment Bankers/Brokers/Service
FSB,2015,Finance,Major Banks
HLI,2015,Finance,Investment Managers
PN,2015,Finance,Specialty Insurers
PJT,2015,Finance,Investment Managers
SRG,2015,Finance,Real Estate
TRU,2015,Finance,Finance: Consumer Services
UE,2015,Finance,Real Estate
YRD,2015,Finance,Finance: Consumer Services
ANTX,2015,Health Care,Medical Specialities
AXON,2015,Health Care,Major Pharmaceuticals
GKOS,2015,Health Care,Medical/Dental Instruments
NVTA,2015,Health Care,Medical Specialities
PEN,2015,Health Care,Medical/Dental Instruments
TDOC,2015,Health Care,Medical/Nursing Services
ENR,2015,Miscellaneous,Industrial Machinery/Components
FDC,2015,Miscellaneous,Business Services
AGR,2015,Public Utilities,Electric Utilities: Central
BKHU,2015,Public Utilities,Electric Utilities: Central
CPPL,2015,Public Utilities,Natural Gas Distribution
EQGP,2015,Public Utilities,Natural Gas Distribution
NYLD,2015,Public Utilities,Electric Utilities: Central
SOJA,2015,Public Utilities,Electric Utilities: Central
TLN,2015,Public Utilities,Electric Utilities: Central
TEGP,2015,Public Utilities,Natural Gas Distribution
UZC,2015,Public Utilities,Telecommunications Equipment
BKFS,2015,Technology,Computer Software: Prepackaged Software
BOX,2015,Technology,Computer Software: Prepackaged Software
CSRA,2015,Technology,EDP Services
EXTN,2015,Technology,Diversified Commercial Services
FIT,2015,Technology,Computer Manufacturing
GDDY,2015,Technology,EDP Services
HPE,2015,Technology,Computer Manufacturing
INST,2015,Technology,Computer Software: Prepackaged Software
MCRN,2015,Technology,Industrial Machinery/Components
OOMA,2015,Technology,EDP Services
PSTG,2015,Technology,Electronic Components
SHOP,2015,Technology,Computer Software: Prepackaged Software
FLOW,2015,Technology,Industrial Machinery/Components
SQ,2015,Technology,Computer Software: Prepackaged Software
XTLY,2015,Technology,Computer Software: Prepackaged Software
DSXN,2015,Transportation,Marine Transportation
EURN,2015,Transportation,Marine Transportation
GNRT,2015,Transportation,Marine Transportation
OSG,2015,Transportation,Marine Transportation
ASIX,2016,Basic Industries,Major Chemicals
BBU,2016,Basic Industries,Engineering & Construction
GCP,2016,Basic Industries,Major Chemicals
NGVT,2016,Basic Industries,Major Chemicals
OR,2016,Basic Industries,Precious Metals
VVV,2016,Basic Industries,Major Chemicals
VRS,2016,Basic Industries,Paper
VSM,2016,Basic Industries,Major Chemicals
AA,2016,Capital Goods,Metal Fabrications
FTV,2016,Capital Goods,Industrial Machinery/Components
CWH,2016,Consumer Durables,Automotive Aftermarket
GOLF,2016,Consumer Non-Durables,Recreational Products/Toys
APFH,2016,Consumer Non-Durables,Packaged Foods
AFI,2016,Consumer Non-Durables,Plastic Products
CCE,2016,Consumer Non-Durables,Beverages (Production/Distribution)
ELF,2016,Consumer Non-Durables,Package Goods/Cosmetics
LW,2016,Consumer Non-Durables,Packaged Foods
NOMD,2016,Consumer Non-Durables,Packaged Foods
SITE,2016,Consumer Non-Durables,Farming/Seeds/Milling
TPB,2016,Consumer Non-Durables,Tobacco
UA.C,2016,Consumer Non-Durables,Apparel
USFD,2016,Consumer Non-Durables,Food Distributors
HOME,2016,Consumer Services,Home Furnishings
COE,2016,Consumer Services,Other Consumer Services
DFIN,2016,Consumer Services,Other Consumer Services
GMTA,2016,Consumer Services,Transportation Services
GMRE,2016,Consumer Services,Real Estate Investment Trusts
GMS,2016,Consumer Services,RETAIL: Building Materials
HTZ,2016,Consumer Services,Rental/Leasing Companies
MRT,2016,Consumer Services,Real Estate Investment Trusts
MGP,2016,Consumer Services,Real Estate Investment Trusts
QCP,2016,Consumer Services,Real Estate Investment Trusts
YUMC,2016,Consumer Services,Restaurants
ARCH,2016,Energy,Coal Mining
NBLX,2016,Energy,Natural Gas Distribution
SD,2016,Energy,Oil & Gas Production
NTB,2016,Finance,Commercial Banks
FBK,2016,Finance,Major Banks
SUPV,2016,Finance,Commercial Banks
LMHA,2016,Finance,Investment Managers
MDLX,2016,Finance,Investment Managers
OMAA,2016,Finance,Investment Managers
RZB,2016,Finance,Life Insurance
WALA,2016,Finance,Major Banks
ARA,2016,Health Care,Hospital/Nursing Management
KDMN,2016,Health Care,Major Pharmaceuticals
MYOV,2016,Health Care,Major Pharmaceuticals
PTHN,2016,Health Care,Major Pharmaceuticals
QHC,2016,Health Care,Hospital/Nursing Management
ATKR,2016,Miscellaneous,Industrial Machinery/Components
COTV,2016,Miscellaneous,Business Services
LKSD,2016,Miscellaneous,Publishing
ADSW,2016,Public Utilities,Environmental Services
WAAS,2016,Public Utilities,Water Supply
AZRE,2016,Public Utilities,Electric Utilities: Central
EBR,2016,Public Utilities,Electric Utilities: Central
DCUD,2016,Public Utilities,Electric Utilities: Central
DRUA,2016,Public Utilities,Electric Utilities: Central
DTJ,2016,Public Utilities,Electric Utilities: Central
DTV,2016,Public Utilities,Electric Utilities: Central
DYNC,2016,Public Utilities,Electric Utilities: Central
ENIC,2016,Public Utilities,Electric Utilities: Central
EAI,2016,Public Utilities,Electric Utilities: Central
ELC,2016,Public Utilities,Electric Utilities: Central
EMP,2016,Public Utilities,Electric Utilities: Central
ENO,2016,Public Utilities,Power Generation
FTS,2016,Public Utilities,Electric Utilities: Central
CTAA,2016,Public Utilities,Telecommunications Equipment
CTBB,2016,Public Utilities,Telecommunications Equipment
SOJB,2016,Public Utilities,Electric Utilities: Central
LN,2016,Technology,"Computer Software: Programming, Data Processing"
MFS,2016,Technology,Industrial Machinery/Components
TRTN,2016,Technology,Diversified Commercial Services
TWLO,2016,Technology,Computer Software: Prepackaged Software
ZTO,2016,Transportation,Trucking Freight/Courier Services
